Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine,Code de la discipline,Discipline,Sigle,Spécialité,Nombre de réponses,Taux d'insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des emplois situés en dehors de la région (y compris à l'étranger),Part des diplômés boursiers dans la discipline,Part des femmes,Taux de chômage national,Salaire net mensuel médian national,Code du secteur disciplinaire SISE,Salaire net mensuel national 1er quartile,Salaire net mensuel national 3ème quartile,cle_DISC,Prof. libérale. indépendant. chef d’entreprise,Fonctionnaire,statut_cdi,statut_conspe,CDD,Vacataire,Intérimaire,Intermittent du spectacle,Contrat de professionnalisa tion,Emplois aidés (Contrat Initiative Emploi…),Volontariat international,Vous-même,La fonction publique (d'etat. territoriale ou hospitalière),Une entreprise privée,Une entreprise publique,Une association,Une personne exerçant une profession libérale ou un indépendant,Un particulier,Agriculture. sylviculture et pêche,Industries (manufacturières.  extractives et autres),Construction,Commerce. transports. héberg-ement et restauration,Information et communication,Activités financières et d’assurance,Activités spécialisées. scientifiques et techniques,Activités de services administratifs et de soutien,Enseignement,Administra tion publique (hors ens.),Santé humaine et action sociale,Arts. spectacles et activités récréatives,Autres activités de service,Personnel de catégorie A de la fonction publique,Ingénieur. cadre. prof. libérales. prof. intellectuelles sup,Personnel de catégorie B de la fonction publique,Emploi de niveau intermédiaire : technicien. agent de maîtrise…,Personnel de catégorie C de la fonction publique,Manœuvre. ouvrier,Employé de bureau. de commerce. personnel de service
2013,DUT,30 mois après le diplôme,femmes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,230,86,43,10,52,77,1320,20700,1200,1500,32,46,,9.9,1870,,1490,2280,disc07_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences fondamentales>Chimie,STS,Sciences. technologies et santé,disc14,Sciences fondamentales,,Chimie,73,75,85,6,39,99,1480,23000,ns,ns,40,40,59,9.9,1870,,1490,2280,_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Sciences humaines et sociales>Information communication>Services et réseaux de communication,SHS,Sciences humaines et sociales,disc10,Information communication,,Services et réseaux de communication,64,80,61,21,83,89,1400,21800,ns,ns,30,36,,9.9,1870,,1490,2280,_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences fondamentales>Sciences fondamentales,STS,Sciences. technologies et santé,disc14,Sciences fondamentales,disc14,Sciences fondamentales,136,85,81,2,63,97,1520,23700,1330,1800,27,33,43,9.9,1870,,1490,2280,disc14_30,1,4,59,,23,0,12,0,0,0,1,1,11,12,75,1,0,0,2,51,3,8,0,0,23,2,2,6,2,0,4,2,1,3,75,2,8,9
2013,DUT,30 mois après le diplôme,femmes et hommes,Droit. économie et gestion>Autres formations juridiques. économiques et de gestion>Gestion administrative et commerciale,DEG,Droit. économie et gestion,disc05,Autres formations juridiques. économiques et de gestion,GAC,Gestion administrative et commerciale,41,80,17,4,65,81,ns,ns,ns,ns,19,37,65,9.9,1870,,1490,2280,GAC_30,2,2,61,,23,2,0,3,4,3,0,5,17,5,69,4,0,0,,,,,,,,,,,,,,0,4,3,9,8,2,73
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences fondamentales>Sciences fondamentales,STS,Sciences. technologies et santé,disc14,Sciences fondamentales,disc14,Sciences fondamentales,136,79,86,3,54,99,1520,23700,1300,1770,27,33,43,9.9,1870,,1490,2280,disc14_18,1,4,53,,24,0,14,0,1,0,1,,,,,,,,,,,,,,,,,,,,,2,1,2,80,5,5,4
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GCE,Génie du conditionnement et de l'emballage,2,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,9.9,1870,,1490,2280,GCE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de la vie et de la terre>Génie biologique,STS,Sciences. technologies et santé,disc13,Sciences de la vie et de la terre,GB,Génie biologique,172,89,82,8,49,92,1400,21800,1300,1510,27,38,77,9.9,1870,,1490,2280,GB_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Droit. économie et gestion>Autres formations juridiques. économiques et de gestion>Gestion administrative et commerciale,DEG,Droit. économie et gestion,disc05,Autres formations juridiques. économiques et de gestion,GAC,Gestion administrative et commerciale,24,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,GAC_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de la vie et de la terre>Génie biologique,STS,Sciences. technologies et santé,disc13,Sciences de la vie et de la terre,GB,Génie biologique,130,88,84,7,50,90,1400,21800,1300,1510,26,40,,9.9,1870,,1490,2280,GB_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences de la vie et de la terre>Génie biologique,STS,Sciences. technologies et santé,disc13,Sciences de la vie et de la terre,GB,Génie biologique,42,95,87,14,53,95,1400,21800,ns,ns,28,30,,9.9,1870,,1490,2280,GB_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Droit. économie et gestion>Gestion>Gestion des entreprises et administrations,DEG,Droit. économie et gestion,disc04,Gestion,GEA,Gestion des entreprises et administrations,89,75,35,6,59,95,1460,22700,ns,ns,28,36,,9.9,1870,,1490,2280,GEA_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie civil,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GC,Génie civil,13,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,GC_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GEII,Génie électrique et informatique industrielle,125,90,88,10,79,96,1630,25400,1460,1830,22,24,3,9.9,1870,,1490,2280,GEII_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de la vie et de la terre>Hygiène. sécurité. environnement,STS,Sciences. technologies et santé,disc13,Sciences de la vie et de la terre,HSE,Hygiène. sécurité. environnement,31,82,ns,ns,ns,ns,ns,ns,ns,ns,ns,18,23,9.9,1870,,1490,2280,HSE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GEII,Génie électrique et informatique industrielle,119,81,84,9,75,97,1530,23900,1370,1800,23,24,,9.9,1870,,1490,2280,GEII_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de la vie et de la terre>Hygiène. sécurité. environnement,STS,Sciences. technologies et santé,disc13,Sciences de la vie et de la terre,HSE,Hygiène. sécurité. environnement,7,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,HSE_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de la vie et de la terre>Hygiène. sécurité. environnement,STS,Sciences. technologies et santé,disc13,Sciences de la vie et de la terre,HSE,Hygiène. sécurité. environnement,7,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,HSE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GIM,Génie industriel et maintenance,36,96,73,5,64,98,1650,25700,ns,ns,27,44,,9.9,1870,,1490,2280,GIM_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences fondamentales>Mesures physiques,STS,Sciences. technologies et santé,disc14,Sciences fondamentales,MP,Mesures physiques,63,82,87,,68,99,1530,23900,ns,ns,27,26,28,9.9,1870,,1490,2280,MP_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Droit. économie et gestion>Gestion>Gestion logistique et transport,DEG,Droit. économie et gestion,disc04,Gestion,GLT,Gestion logistique et transport,44,88,37,7,65,96,1400,21800,ns,ns,36,35,,9.9,1870,,1490,2280,GLT_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences fondamentales>Mesures physiques,STS,Sciences. technologies et santé,disc14,Sciences fondamentales,MP,Mesures physiques,16,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,MP_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences fondamentales>Mesures physiques,STS,Sciences. technologies et santé,disc14,Sciences fondamentales,MP,Mesures physiques,47,79,83,,65,98,ns,ns,ns,ns,30,20,,9.9,1870,,1490,2280,MP_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Qualité. logistique industrielle et organisation,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,QLIO,Qualité. logistique industrielle et organisation,52,86,60,5,67,97,1500,23400,ns,ns,22,24,24,9.9,1870,,1490,2280,QLIO_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Droit. économie et gestion>Gestion>Statistique et informatique décisionnelle,DEG,Droit. économie et gestion,disc04,Gestion,STID,Statistique et informatique décisionnelle,7,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,9.9,1870,,1490,2280,STID_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de l'ingénieur>Qualité. logistique industrielle et organisation,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,QLIO,Qualité. logistique industrielle et organisation,10,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,QLIO_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Informatique>Réseaux et télécommunications,STS,Sciences. technologies et santé,disc16,Informatique,R&T,Réseaux et télécommunications,47,85,86,,81,100,1430,22400,ns,ns,31,29,1,9.9,1870,,1490,2280,R&T_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,SGM,Sciences et génie des matériaux,7,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,SGM_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Droit. économie et gestion>Gestion>Statistique et informatique décisionnelle,DEG,Droit. économie et gestion,disc04,Gestion,STID,Statistique et informatique décisionnelle,4,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,STID_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Droit. économie et gestion>Gestion>Statistique et informatique décisionnelle,DEG,Droit. économie et gestion,disc04,Gestion,STID,Statistique et informatique décisionnelle,4,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,STID_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Droit. économie et gestion>Gestion>Techniques de commercialisation,DEG,Droit. économie et gestion,disc04,Gestion,TC,Techniques de commercialisation,183,90,25,7,69,85,1350,21100,1200,1630,21,34,,9.9,1870,,1490,2280,TC_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Sciences. technologies et santé>Informatique>Réseaux et télécommunications,STS,Sciences. technologies et santé,disc16,Informatique,R&T,Réseaux et télécommunications,46,94,87,,84,99,1460,22800,ns,ns,32,29,,9.9,1870,,1490,2280,R&T_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Sciences. technologies et santé>Informatique>Réseaux et télécommunications,STS,Sciences. technologies et santé,disc16,Informatique,R&T,Réseaux et télécommunications,46,85,86,,81,100,ns,ns,ns,ns,32,29,,9.9,1870,,1490,2280,R&T_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales,SHS,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,CS,Carrières sociales,126,82,50,10,37,63,1300,20300,ns,ns,39,48,74,9.9,1870,,1490,2280,CS_18,1,0,37,,52,2,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,3,6,14,30,10,1,36
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Aide et assistance pour le monitoring et le maintien à domicile,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,2A2M,Aide et assistance pour le monitoring et le maintien à domicile,6,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,9.9,1870,,1490,2280,2A2M_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de l'ingénieur>Aide et assistance pour le monitoring et le maintien à domicile,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,2A2M,Aide et assistance pour le monitoring et le maintien à domicile,5,ns,ns,ns,ns,ns,nd,nd,nd,nd,ns,ns,,9.9,1870,,1490,2280,2A2M_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Information communication>Information-Communication,SHS,Sciences humaines et sociales,disc10,Information communication,,Information-Communication,130,80,37,8,51,72,1320,20600,1200,1500,32,38,84,9.9,1870,,1490,2280,_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Sciences humaines et sociales>Information communication>Services et réseaux de communication,SHS,Sciences humaines et sociales,disc10,Information communication,,Services et réseaux de communication,64,79,56,16,74,84,1410,22000,ns,ns,30,36,,9.9,1870,,1490,2280,_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Droit. économie et gestion>Droit>Carrières juridiques,DEG,Droit. économie et gestion,disc02,Droit,,Carrières juridiques,16,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Droit. économie et gestion>Droit>Carrières juridiques,DEG,Droit. économie et gestion,disc02,Droit,,Carrières juridiques,5,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Ensemble sciences. technologies et santé>Ensemble sciences. technologies et santé,STS,Sciences. technologies et santé,disc12,Ensemble sciences. technologies et santé,disc12,Ensemble sciences. technologies et santé,949,84,79,9,65,96,1500,23400,1310,1730,30,32,25,9.9,1870,,1490,2280,disc12_18,2,5,60,,21,0,9,0,1,0,0,,,,,,,,,,,,,,,,,,,,,1,7,5,66,3,8,10
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GCE,Génie du conditionnement et de l'emballage,2,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,9.9,1870,,1490,2280,GCE_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Droit. économie et gestion>Ensemble formations juridiques. économiques et de gestion>Ensemble formations juridiques. économiques et de gestion,DEG,Droit. économie et gestion,disc01,Ensemble formations juridiques. économiques et de gestion,disc01,Ensemble formations juridiques. économiques et de gestion,334,76,41,6,65,94,1510,23500,1240,1740,30,32,,9.9,1870,,1490,2280,disc01_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Droit. économie et gestion>Ensemble formations juridiques. économiques et de gestion>Ensemble formations juridiques. économiques et de gestion,DEG,Droit. économie et gestion,disc01,Ensemble formations juridiques. économiques et de gestion,disc01,Ensemble formations juridiques. économiques et de gestion,423,90,28,6,69,87,1400,21800,1210,1610,21,37,,9.9,1870,,1490,2280,disc01_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Droit. économie et gestion>Autres formations juridiques. économiques et de gestion>Gestion administrative et commerciale,DEG,Droit. économie et gestion,disc05,Autres formations juridiques. économiques et de gestion,GAC,Gestion administrative et commerciale,17,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,GAC_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GCE,Génie du conditionnement et de l'emballage,0,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,9.9,1870,,1490,2280,GCE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GCE,Génie du conditionnement et de l'emballage,2,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,GCE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT,ALL,Ensemble des départements d'IUT,disc00,Ensemble des départements d'IUT,disc00,Ensemble des départements d'IUT,1135,81,64,9,67,95,1500,23400,1300,1740,30,32,,9.9,1870,,1490,2280,disc00_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT,ALL,Ensemble des départements d'IUT,disc00,Ensemble des départements d'IUT,disc00,Ensemble des départements d'IUT,914,82,43,5,57,83,1350,21100,1200,1520,26,39,,9.9,1870,,1490,2280,disc00_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT,ALL,Ensemble des départements d'IUT,disc00,Ensemble des départements d'IUT,disc00,Ensemble des départements d'IUT,914,89,45,7,63,86,1400,21800,1250,1600,26,39,,9.9,1870,,1490,2280,disc00_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GTE,Génie thermique et énergie,20,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,9.9,1870,,1490,2280,GTE_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes et hommes,Droit. économie et gestion>Gestion>Gestion logistique et transport,DEG,Droit. économie et gestion,disc04,Gestion,GLT,Gestion logistique et transport,103,70,38,1,47,96,1400,21800,1200,1630,32,35,42,9.9,1870,,1490,2280,GLT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GIM,Génie industriel et maintenance,36,96,73,5,64,98,1650,25700,ns,ns,27,44,,9.9,1870,,1490,2280,GIM_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GCGP,Génie chimique - Génie des procédés,16,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,GCGP_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,femmes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GIM,Génie industriel et maintenance,0,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,9.9,1870,,1490,2280,GIM_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Droit. économie et gestion>Gestion>Gestion des entreprises et administrations,DEG,Droit. économie et gestion,disc04,Gestion,GEA,Gestion des entreprises et administrations,152,93,30,4,72,88,1400,21800,1250,1600,17,43,,9.9,1870,,1490,2280,GEA_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Droit. économie et gestion>Gestion>Gestion des entreprises et administrations,DEG,Droit. économie et gestion,disc04,Gestion,GEA,Gestion des entreprises et administrations,89,91,43,7,67,98,1500,23400,1200,1660,28,36,,9.9,1870,,1490,2280,GEA_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,GTE,Génie thermique et énergie,20,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,,9.9,1870,,1490,2280,GTE_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,hommes,Droit. économie et gestion>Gestion>Gestion logistique et transport,DEG,Droit. économie et gestion,disc04,Gestion,GLT,Gestion logistique et transport,58,85,44,1,63,93,1530,23900,ns,ns,29,36,,9.9,1870,,1490,2280,GLT_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,18 mois après le diplôme,hommes,Droit. économie et gestion>Gestion>Gestion logistique et transport,DEG,Droit. économie et gestion,disc04,Gestion,GLT,Gestion logistique et transport,58,70,47,,49,98,1500,23400,ns,ns,29,36,,9.9,1870,,1490,2280,GLT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Qualité. logistique industrielle et organisation,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,QLIO,Qualité. logistique industrielle et organisation,52,84,60,7,75,100,1630,25400,ns,ns,22,24,24,9.9,1870,,1490,2280,QLIO_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences de l'ingénieur>Sciences et génie des matériaux,STS,Sciences. technologies et santé,disc15,Sciences de l'ingénieur,SGM,Sciences et génie des matériaux,9,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,9.9,1870,,1490,2280,SGM_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Informatique>Réseaux et télécommunications,STS,Sciences. technologies et santé,disc16,Informatique,R&T,Réseaux et télécommunications,47,94,87,,84,99,1460,22800,ns,ns,31,29,1,9.9,1870,,1490,2280,R&T_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes et hommes,Sciences. technologies et santé>Sciences fondamentales>Mesures physiques,STS,Sciences. technologies et santé,disc14,Sciences fondamentales,MP,Mesures physiques,63,89,82,,69,98,1520,23700,ns,ns,27,26,28,9.9,1870,,1490,2280,MP_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,DUT,30 mois après le diplôme,femmes,Sciences. technologies et santé>Informatique>Réseaux et télécommunications,STS,Sciences. technologies et santé,disc16,Informatique,R&T,Réseaux et télécommunications,1,ns,ns,ns,ns,ns,nd,nd,nd,nd,ns,ns,,9.9,1870,,1490,2280,R&T_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
